date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-03-25,53.7072,54.0324,53.2238,53.549,24053467,24053467,-0.123042,-0.229,53.5847,"Mar 25, 14",0.059283392776956774
2014-03-26,53.8215,53.9621,52.635,52.6438,22745202,22745202,-0.905228,-1.69,52.9646,"Mar 26, 14",0.041377113908225294
2014-03-27,52.6789,53.215,51.8704,52.6614,24632614,24632614,0.017579,0.033,52.2627,"Mar 27, 14",0.04172526957337079
2014-03-28,52.9162,53.2502,52.4504,52.7668,14708741,14708741,0.105464,0.2,52.8636,"Mar 28, 14",0.04381024724986698
2014-03-31,53.4611,53.6237,53.259,53.3557,15216691,15216691,0.588838,1.116,53.3984,"Mar 31, 14",0.055459614931921634
2014-04-01,53.5666,53.8654,53.0569,53.3205,14586580,14586580,-0.035156,-0.066,53.3642,"Apr 1, 14",0.054763303601630786
2014-04-02,53.3912,53.745,53.2409,53.4885,14010233,14010233,0.168016,0.315,53.4916,"Apr 2, 14",0.058086607678019285
2014-04-03,53.6389,53.7715,53.3116,53.6477,11925208,11925208,0.159192,0.298,53.5683,"Apr 3, 14",0.06123583392183504
2014-04-04,53.9661,54.0015,52.8871,52.896,16966909,16966909,-0.751741,-1.401,53.296,"Apr 4, 14",0.046366026337184764
2014-04-07,52.7899,53.064,52.0381,52.1796,18685680,18685680,-0.716366,-1.354,52.3488,"Apr 7, 14",0.03219450824001372
2014-04-08,52.0027,52.1973,51.5163,52.047,16956476,16956476,-0.13266,-0.254,51.9559,"Apr 8, 14",0.029571471808292712
2014-04-09,52.2681,52.5776,51.733,52.4184,15308441,15308441,0.37145,0.714,52.1444,"Apr 9, 14",0.03691834760573735
2014-04-10,52.4892,52.5245,50.7469,50.7646,29977179,29977179,-1.6538,-3.155,50.9321,"Apr 10, 14",0.004203584025193782
2014-04-11,48.8012,49.5706,48.244,48.9073,47248387,47248387,-1.8572,-3.659,49.0287,"Apr 11, 14",-0.03253672943359432
2014-04-14,49.3938,49.4734,48.1821,48.6066,31081491,31081491,-0.300698,-0.615,48.5618,"Apr 14, 14",-0.03848504809889208
2014-04-15,48.7216,49.208,48.0672,48.4651,26693846,26693846,-0.141504,-0.291,48.4476,"Apr 15, 14",-0.041284140520374095
2014-04-16,48.642,48.9516,48.3679,48.872,27050795,27050795,0.406827,0.839,48.7572,"Apr 16, 14",-0.03323501892107356
2014-04-17,48.9427,49.1461,48.6535,48.8366,17955801,17955801,-0.035377,-0.072,48.8673,"Apr 17, 14",-0.0339352865657412
2014-04-21,48.872,49.0046,48.6332,48.6685,12384757,12384757,-0.168038,-0.344,48.7719,"Apr 21, 14",-0.03726056879931795
2014-04-22,48.6774,49.5972,48.5889,49.3584,16265271,16265271,0.689831,1.417,49.2809,"Apr 22, 14",-0.02361326235705341
2014-04-23,49.3495,49.6325,49.1379,49.5706,11381029,11381029,0.212258,0.43,49.4101,"Apr 23, 14",-0.019415612803424666
2014-04-24,49.5883,49.7564,49.1815,49.6945,15368188,15368188,0.123815,0.25,49.5916,"Apr 24, 14",-0.01696467604708815
2014-04-25,49.8006,49.836,49.208,49.2611,15939621,15939621,-0.433354,-0.872,49.3467,"Apr 25, 14",-0.025538009301295177
2014-04-28,49.1992,49.2611,48.359,49.0754,21394062,21394062,-0.185725,-0.377,48.9063,"Apr 28, 14",-0.029211447200017428
2014-04-29,49.2876,49.7962,49.1461,49.6149,13453407,13453407,0.539486,1.099,49.5335,"Apr 29, 14",-0.01853928916899603
2014-04-30,49.7387,49.836,49.2788,49.5087,14388102,14388102,-0.10613,-0.214,49.4576,"Apr 30, 14",-0.020640092102998796
2014-05-01,49.4557,49.6945,49.0842,49.2788,12744643,12744643,-0.229945,-0.464,49.3135,"May 1, 14",-0.025187875478961428
2014-05-02,49.3761,49.8536,49.0312,49.155,15153795,15153795,-0.123814,-0.251,49.3477,"May 2, 14",-0.02763683407810955
2014-05-05,47.6515,48.4121,47.4923,47.9522,25237392,25237392,-1.2028,-2.447,47.9351,"May 5, 14",-0.05143010873930074
2014-05-06,47.793,47.8107,47.1562,47.1739,25327415,25327415,-0.778271,-1.623,47.8264,"May 6, 14",-0.06682610613604577
2014-05-07,47.3596,47.8637,47.0855,47.8018,18503048,18503048,0.627922,1.331,47.569,"May 7, 14",-0.05440525715054375
2014-05-08,47.9345,48.2263,47.8063,48.076,16091486,16091486,0.274163,0.574,48.0761,"May 8, 14",-0.04898115014015248
2014-05-09,47.9522,48.0291,47.4702,47.7665,12366481,12366481,-0.309539,-0.644,47.7445,"May 9, 14",-0.05510354663802299
2014-05-12,47.9964,48.3767,47.7841,48.3325,12825906,12825906,0.566017,1.185,48.1949,"May 12, 14",-0.04390717695209496
2014-05-13,48.4121,48.4917,48.1998,48.3059,12310881,12310881,-0.026531,-0.055,51.622,"May 13, 14",-0.044433366764189845
2014-05-14,48.3236,48.3767,48.0229,48.076,10334933,10334933,-0.229947,-0.476,48.1306,"May 14, 14",-0.04898115014015248
2014-05-15,47.9345,47.9345,47.1828,47.3243,19763012,19763012,-0.751736,-1.564,47.4713,"May 15, 14",-0.06385095772480276
2014-05-16,47.2447,47.3243,46.8467,47.1474,19993160,19993160,-0.176883,-0.374,47.1697,"May 16, 14",-0.06735031779095241
2014-05-19,46.944,47.678,46.9263,47.6073,12068854,12068854,0.459887,0.975,47.3893,"May 19, 14",-0.05825277288183875
2014-05-20,47.51,47.793,47.2358,47.51,16888227,16888227,-0.097281,-0.204,47.4953,"May 20, 14",-0.060177519826080515
2014-05-21,47.8018,48.2883,47.7399,47.8637,13210922,13210922,0.353759,0.745,48.4657,"May 21, 14",-0.05318077785096962
2014-05-22,47.908,48.2883,47.7753,48.244,11801568,11801568,0.380293,0.795,48.1755,"May 22, 14",-0.045657846063763975
2014-05-23,48.244,48.275,47.8991,48.2263,10878697,10878697,-0.01769,-0.037,48.1651,"May 23, 14",-0.04600797988609773
2014-05-27,48.4209,49.0184,48.3679,48.7658,14503732,14503732,0.539485,1.119,48.7878,"May 27, 14",-0.03533582185507633
2014-05-28,48.7216,49.1727,48.642,49.04,11374958,11374958,0.274165,0.562,48.9933,"May 28, 14",-0.02991171484468506
2014-05-29,49.3053,49.4557,48.9869,49.2788,11741707,11741707,0.238786,0.487,49.1617,"May 29, 14",-0.025187875478961428
2014-05-30,49.155,49.4203,48.9162,49.1461,11991312,11991312,-0.132659,-0.269,49.3141,"May 30, 14",-0.027812890067870688
2014-06-02,49.2169,49.2169,48.6597,48.9516,9440042,9440042,-0.194568,-0.396,48.9439,"Jun 2, 14",-0.03166040579916569
2014-06-03,48.7216,49.2257,48.7216,49.1727,9132297,9132297,0.221099,0.452,49.0649,"Jun 3, 14",-0.0272867002557758
2014-06-04,49.1019,49.2832,48.8631,49.2434,9728053,9728053,0.070752,0.144,49.5533,"Jun 4, 14",-0.025888143123628922
2014-06-05,49.4468,50.1101,49.0754,50.0836,16804644,16804644,0.840182,1.706,49.7382,"Jun 5, 14",-0.009267666427309763
2014-06-06,50.1986,50.5258,50.1013,50.3843,15399844,15399844,0.300698,0.6,50.3672,"Jun 6, 14",-0.0033193477620118593
2014-06-09,50.3312,50.9989,50.3224,50.7823,12000038,12000038,0.397979,0.79,50.7939,"Jun 9, 14",0.004553717847527529
2014-06-10,50.8265,51.2422,50.7557,51.2068,11609169,11609169,0.424511,0.836,50.989,"Jun 10, 14",0.012950995111973554
2014-06-11,50.8353,51.1095,50.3887,50.6496,14232171,14232171,-0.557171,-1.088,50.7344,"Jun 11, 14",0.0019287032586182687
2014-06-12,50.4727,50.7823,50.2958,50.4462,11677911,11677911,-0.203413,-0.402,50.5357,"Jun 12, 14",-0.0020948684624378694
2014-06-13,50.4374,51.0034,50.3047,50.4462,12044435,12044435,0,0,50.5973,"Jun 13, 14",-0.0020948684624378694
2014-06-16,50.2782,50.3666,49.8183,50.2958,11199075,11199075,-0.150349,-0.298,50.1796,"Jun 16, 14",-0.005070016873680877
2014-06-17,50.2251,50.9326,50.1278,50.7823,11200522,11200522,0.486422,0.967,50.7254,"Jun 17, 14",0.004553717847527529
2014-06-18,50.6673,51.1272,50.3666,51.1006,13737143,13737143,0.318382,0.627,50.7823,"Jun 18, 14",0.010850192177970787
2014-06-19,51.0211,51.0211,50.5965,50.6761,11624383,11624383,-0.424511,-0.831,50.7078,"Jun 19, 14",0.002452914913524764
2014-06-20,51.0211,51.0918,50.7204,50.8972,17126425,17126425,0.221098,0.436,50.9085,"Jun 20, 14",0.00682662045691465
2014-06-23,50.8884,51.4898,50.6231,51.4633,16009479,16009479,0.566017,1.112,51.2735,"Jun 23, 14",0.018024968300030933
2014-06-24,51.1891,51.4013,50.6761,50.7823,12323320,12323320,-0.680986,-1.323,51.0361,"Jun 24, 14",0.004553717847527529
2014-06-25,50.6054,51.0653,50.2958,50.8795,14843900,14843900,0.097284,0.192,50.782,"Jun 25, 14",0.006476486634580903
2014-06-26,50.7115,50.8442,50.0571,50.7557,11854621,11854621,-0.123816,-0.243,50.5082,"Jun 26, 14",0.004027528035432642
2014-06-27,50.7027,51.0299,50.6231,50.8795,10178566,10178566,0.123816,0.244,54.0365,"Jun 27, 14",0.006476486634580903
2014-06-30,50.8,51.1006,50.7469,50.9591,11549859,11549859,0.079593,0.156,50.9335,"Jun 30, 14",0.00805109975648878
2014-07-01,50.8968,51.6449,50.8345,51.2708,14472160,14472160,0.311706,0.612,51.3632,"Jul 1, 14",0.014217015712502513
2014-07-02,51.0037,51.1862,50.6029,50.7365,19199260,19199260,-0.534351,-1.042,50.8186,"Jul 2, 14",0.0036477218552739958
2014-07-03,50.968,51.3421,50.7632,50.8077,12599842,12599842,0.071246,0.14,51.011,"Jul 3, 14",0.005056169773362413
2014-07-07,50.6653,50.7543,50.2298,50.4693,13918743,13918743,-0.338423,-0.666,50.4031,"Jul 7, 14",-0.0016379141519344592
2014-07-08,50.1843,50.2912,49.5431,49.6589,18345729,18345729,-0.810427,-1.606,49.7584,"Jul 8, 14",-0.01766890000613229
2014-07-09,49.7658,49.9795,49.5253,49.8904,10914251,10914251,0.231549,0.466,49.8257,"Jul 9, 14",-0.013089466115156507
2014-07-10,49.0355,49.7034,48.9464,49.4808,12436589,12436589,-0.409666,-0.821,49.4006,"Jul 10, 14",-0.021191997958541795
2014-07-11,49.2403,49.788,49.1513,49.6945,10236860,10236860,0.213738,0.432,49.5656,"Jul 11, 14",-0.01696467604708815
2014-07-14,50.3446,50.6207,50.0507,50.1309,14011991,14011991,0.436384,0.878,50.3137,"Jul 14, 14",-0.008331998077231331
2014-07-15,51.6093,52.2683,51.4401,51.8943,36219126,36219126,1.7634,3.518,51.9976,"Jul 15, 14",0.026550825781718232
2014-07-16,52.108,52.5266,51.9299,52.2861,20515604,20515604,0.391858,0.755,52.3107,"Jul 16, 14",0.03430124564558138
2014-07-17,52.1525,52.4197,51.4401,51.5291,17015955,17015955,-0.756997,-1.448,51.9267,"Jul 17, 14",0.019326595729949828
2014-07-18,51.9477,52.0813,51.5647,51.8586,12803917,12803917,0.329517,0.639,51.8617,"Jul 18, 14",0.025844623665485702
2014-07-21,51.7607,52.0189,51.5647,51.8675,9148506,9148506,0.008905,0.017,51.8212,"Jul 21, 14",0.0260206796552467
2014-07-22,52.0278,52.3663,51.9833,52.2505,10376795,10376795,0.382952,0.738,52.24,"Jul 22, 14",0.03359702168653724
2014-07-23,52.3306,52.7136,52.1169,52.5444,11122085,11122085,0.293892,0.562,52.5214,"Jul 23, 14",0.03941082566302884
2014-07-24,52.6067,52.8561,52.5355,52.6958,9844323,9844323,0.151398,0.288,52.7014,"Jul 24, 14",0.04240575564615506
2014-07-25,52.4731,52.7848,52.4019,52.5533,10500572,10500572,-0.142496,-0.27,52.5568,"Jul 25, 14",0.03958688165278983
2014-07-28,52.4909,52.7759,52.2505,52.7136,12383894,12383894,0.160307,0.305,52.5582,"Jul 28, 14",0.0427578676256772
2014-07-29,52.6602,52.6602,52.0465,52.2238,13498827,13498827,-0.48982,-0.929,52.3385,"Jul 29, 14",0.03306885371725397
2014-07-30,52.5622,52.7937,52.1971,52.4642,11821992,11821992,0.240457,0.46,52.4602,"Jul 30, 14",0.03782434359799089
2014-07-31,52.2327,52.2594,51.351,51.3599,15958788,15958788,-1.1043,-2.105,51.6847,"Jul 31, 14",0.015979553767301462
2014-08-01,51.1105,51.1996,49.8459,50.3001,23916665,23916665,-1.0598,-2.063,50.4186,"Aug 1, 14",-0.0049849561145828255
2014-08-04,50.6831,50.7454,50.1754,50.4515,13547228,13547228,0.1514,0.301,50.3884,"Aug 4, 14",-0.0019900261314564583
2014-08-05,50.2556,50.407,49.5164,49.9261,16863698,16863698,-0.525446,-1.041,49.9623,"Aug 5, 14",-0.012383263998923977
2014-08-06,49.7747,50.4871,49.7212,50.0775,12192567,12192567,0.151403,0.303,50.068,"Aug 6, 14",-0.00938833401579761
2014-08-07,50.4337,50.4871,49.5876,49.7925,11743838,11743838,-0.284988,-0.569,49.929,"Aug 7, 14",-0.015026082002528203
2014-08-08,49.7747,50.1932,49.552,50.1754,12213225,12213225,0.382949,0.769,49.984,"Aug 8, 14",-0.007451718128425913
2014-08-11,50.3535,50.3892,50.024,50.1576,9066796,9066796,-0.01781,-0.035,50.199,"Aug 11, 14",-0.007803830107948052
2014-08-12,50.0775,50.3625,49.9884,50.1843,11290657,11290657,0.026715,0.053,50.1412,"Aug 12, 14",-0.007275662138664913
2014-08-13,50.4871,50.6207,50.3237,50.5139,7012613,7012613,0.329518,0.657,50.4775,"Aug 13, 14",-0.0007556560459407887
2014-08-14,50.5584,50.7632,50.496,50.7454,8275920,8275920,0.231551,0.458,50.6758,"Aug 14, 14",0.003823777845034995
2014-08-15,50.977,51.2085,50.22,50.5406,12727664,12727664,-0.204834,-0.404,50.6951,"Aug 15, 14",-0.00022748807665764968
2014-08-18,50.6385,51.1462,50.5495,50.968,8881423,8881423,0.427479,0.846,50.9503,"Aug 18, 14",0.00822715574624992
2014-08-19,51.2976,51.4044,51.066,51.2619,9040484,9040484,0.293893,0.577,51.2685,"Aug 19, 14",0.014040959722741372
2014-08-20,51.1373,51.5202,51.1105,51.3332,8121363,8121363,0.071244,0.139,51.3556,"Aug 20, 14",0.015451385798018183
2014-08-21,51.351,52.3395,51.2976,52.0991,12745499,12745499,0.765904,1.492,51.909,"Aug 21, 14",0.030602091703410876
2014-08-22,52.0457,52.6156,51.9477,52.0902,10228569,10228569,-0.008906,-0.017,52.2194,"Aug 22, 14",0.030426035713649876
2014-08-25,52.5266,53.2836,52.4197,52.8472,13996764,13996764,0.756996,1.453,52.9508,"Aug 25, 14",0.04540068562928143
2014-08-26,53.052,53.3904,52.8873,53.2034,10281087,10281087,0.356233,0.674,53.1945,"Aug 26, 14",0.052446881534100445
2014-08-27,53.3014,53.3904,53.0164,53.0698,11410860,11410860,-0.133588,-0.251,53.1598,"Aug 27, 14",0.04980406353049621
2014-08-28,52.767,52.8739,52.3752,52.6869,9096101,9096101,-0.382952,-0.722,52.6438,"Aug 28, 14",0.04222969965639407
2014-08-29,52.8472,53.1233,52.7492,52.9451,8903530,8903530,0.25827,0.49,52.9276,"Aug 29, 14",0.04733730151665299
2014-09-02,52.954,53.1767,52.678,53.1411,8678222,8678222,0.195929,0.37,52.9765,"Sep 2, 14",0.051214489605773024
2014-09-03,53.4528,53.7645,52.954,53.1678,11792109,11792109,0.026717,0.05,53.3224,"Sep 3, 14",0.05174265757505616
2014-09-04,53.1054,53.5596,52.9273,53.1767,9811903,9811903,0.008905,0.017,53.3182,"Sep 4, 14",0.051918713564817164
2014-09-05,53.0965,53.3548,52.7403,53.3548,9600894,9600894,0.178117,0.335,53.1523,"Sep 5, 14",0.055441811517226665
2014-09-08,53.2925,53.6309,53.2034,53.337,8090047,8090047,-0.017811,-0.033,53.3973,"Sep 8, 14",0.05508969953770467
2014-09-09,53.1054,53.15,52.3485,52.5978,14868683,14868683,-0.739183,-1.386,52.6112,"Sep 9, 14",0.040467161601595115
2014-09-10,52.678,53.0431,52.4731,52.7403,9157691,9157691,0.142493,0.271,52.7773,"Sep 10, 14",0.04328603559496034
2014-09-11,52.7047,53.2925,52.5177,53.2212,11468573,11468573,0.480913,0.912,53.0617,"Sep 11, 14",0.052798993513622584
2014-09-12,53.2568,53.8001,53.2123,53.4617,14373722,14373722,0.240457,0.452,53.5107,"Sep 12, 14",0.057556461551547755
2014-09-15,53.239,53.4261,52.9451,53.3815,10685630,10685630,-0.08015,-0.15,53.2698,"Sep 15, 14",0.055969979486509946
2014-09-16,53.1767,53.6131,53.0965,53.4261,10950516,10950516,0.044527,0.083,53.44,"Sep 16, 14",0.05685223759250348
2014-09-17,53.3904,53.9604,53.2747,53.711,15092042,15092042,0.284987,0.533,53.6709,"Sep 17, 14",0.06248800742204568
2014-09-18,53.9159,54.6818,53.9159,54.6105,16973697,16973697,0.899488,1.675,54.4548,"Sep 18, 14",0.0802815313310426
2014-09-19,54.9846,55.0825,54.3077,54.4235,18740479,18740479,-0.187023,-0.342,54.6779,"Sep 19, 14",0.07658237738887196
2014-09-22,54.2721,54.7263,54.1474,54.2454,13225164,13225164,-0.178117,-0.327,54.3893,"Sep 22, 14",0.07305927943646245
2014-09-23,54.1652,54.6818,54.1207,54.2721,14335620,14335620,0.026719,0.049,54.3936,"Sep 23, 14",0.07358744740574573
2014-09-24,54.4858,54.8955,54.3434,54.8866,13728243,13728243,0.614502,1.132,54.6824,"Sep 24, 14",0.08574322332801206
2014-09-25,54.7619,54.7708,53.5685,53.5685,16346724,16346724,-1.3181,-2.401,53.8981,"Sep 25, 14",0.05966913342868045
2014-09-26,53.7289,54.2187,53.7199,53.9337,11948887,11948887,0.36514,0.682,53.9735,"Sep 26, 14",0.06689336348044886
2014-09-29,53.4617,53.8803,53.1945,53.7289,10694938,10694938,-0.204834,-0.38,53.62,"Sep 29, 14",0.06284209755875621
2014-09-30,53.7912,54.094,53.5507,53.6487,14384783,14384783,-0.080154,-0.149,53.7785,"Sep 30, 14",0.06125561549371826
2014-10-01,53.6487,53.7912,53.1945,53.2301,18995987,18995987,-0.418572,-0.78,53.4456,"Oct 1, 14",0.05297504950338358
2014-10-02,53.0329,53.3377,52.5487,52.7549,24561606,24561606,-0.475208,-0.893,52.9345,"Oct 2, 14",0.04357484654445604
2014-10-03,53.1225,54.1401,52.9432,54.0639,18321078,18321078,1.309,2.481,53.8349,"Oct 3, 14",0.06946892413964986
2014-10-06,54.4943,54.5122,53.795,53.9563,11578147,11578147,-0.10759,-0.199,54.0979,"Oct 6, 14",0.06734042700501058
2014-10-07,53.7232,53.7232,53.0642,53.1405,14542010,14542010,-0.815891,-1.512,53.2737,"Oct 7, 14",0.05120262066264309
2014-10-08,53.2211,54.1805,53.0598,54.1536,15834553,15834553,1.0131,1.907,53.6341,"Oct 8, 14",0.07124333113757873
2014-10-09,54.0908,54.0908,52.7998,52.9701,19191404,19191404,-1.1835,-2.185,53.2727,"Oct 9, 14",0.047831840813734726
2014-10-10,52.9253,53.6336,52.459,52.468,16690858,16690858,-0.502088,-0.948,53.0423,"Oct 10, 14",0.0378995135711474
2014-10-13,52.4501,53.0284,52.1004,52.1452,17169312,17169312,-0.322768,-0.615,52.6525,"Oct 13, 14",0.03151402216722945
2014-10-14,50.8273,52.468,50.2624,51.9928,29096840,29096840,-0.15242,-0.292,51.761,"Oct 14, 14",0.028499310612219858
2014-10-15,51.1231,51.4459,48.6486,49.7872,37866911,37866911,-2.2056,-4.242,49.825,"Oct 15, 14",-0.015130924333509474
2014-10-16,49.0879,50.1907,48.6665,49.3838,31970014,31970014,-0.403462,-0.81,49.4957,"Oct 16, 14",-0.023110810431218525
2014-10-17,49.9665,50.908,49.8231,50.3879,20183543,20183543,1.0042,2.033,50.4247,"Oct 17, 14",-0.003248134103232131
2014-10-20,50.2983,50.8786,50.2714,50.7735,10808475,10808475,0.385528,0.765,50.676,"Oct 20, 14",0.004379640014954781
2014-10-21,51.3114,52.0108,51.1769,51.939,14020373,14020373,1.1656,2.296,51.7255,"Oct 21, 14",0.027435062044900153
2014-10-22,52.0377,52.2349,51.4997,51.5087,13750741,13750741,-0.430362,-0.829,51.887,"Oct 22, 14",0.018923051663531178
2014-10-23,52.1094,52.5397,51.9435,52.0556,12641874,12641874,0.546916,1.062,52.2179,"Oct 23, 14",0.029741593326488815
2014-10-24,52.0018,52.6966,52.0018,52.6653,13757981,13757981,0.609677,1.171,52.4719,"Oct 24, 14",0.04180241770371555
2014-10-27,52.4053,52.7101,52.2259,52.5756,11087209,11087209,-0.089659,-0.17,52.5249,"Oct 27, 14",0.040028010705786675
2014-10-28,52.7818,53.517,52.728,53.4632,13625017,13625017,0.887619,1.688,53.2299,"Oct 28, 14",0.05758613390937266
2014-10-29,53.4543,53.5977,52.6832,53.1584,16715852,16715852,-0.304837,-0.57,53.0737,"Oct 29, 14",0.051556710799353485
2014-10-30,52.8446,53.5081,52.8266,53.248,14709756,14709756,0.089656,0.169,53.1663,"Oct 30, 14",0.05332913964009397
2014-10-31,53.9025,54.2791,53.6784,54.2253,18351059,18351059,0.977277,1.835,54.0657,"Oct 31, 14",0.07266166984160884
2014-11-03,54.5033,54.826,54.1177,54.584,11854189,11854189,0.358631,0.661,54.5067,"Nov 3, 14",0.07975731967613611
2014-11-04,54.0101,54.1267,53.2749,54.0191,15295771,15295771,-0.564848,-1.035,53.7362,"Nov 4, 14",0.06858270971927968
2014-11-05,54.5122,54.8978,54.1446,54.826,14063812,14063812,0.806927,1.494,54.5806,"Nov 5, 14",0.08454446007188618
2014-11-06,54.7633,54.9696,54.3598,54.8978,10421612,10421612,0.071727,0.131,54.7433,"Nov 6, 14",0.08596477693310453
2014-11-07,54.7543,55.1847,54.566,55.1129,12384620,12384620,0.215177,0.392,54.9899,"Nov 7, 14",0.09021979304519497
2014-11-10,54.9157,55.5254,54.8709,55.5254,10800981,10800981,0.41243,0.748,55.3703,"Nov 10, 14",0.09837969144704166
2014-11-11,55.3281,55.4895,54.9515,55.0233,12539830,12539830,-0.502087,-0.904,55.2339,"Nov 11, 14",0.08844736420445433
2014-11-12,54.1715,54.5481,54.0012,54.297,17219648,17219648,-0.726232,-1.32,54.249,"Nov 12, 14",0.07408000854563894
2014-11-13,54.2432,54.3598,53.786,54.0012,12240366,12240366,-0.295873,-0.545,54.0577,"Nov 13, 14",0.06822861958256915
2014-11-14,54.0191,54.3508,53.9563,54.046,6803396,6803396,0.044829,0.083,54.1179,"Nov 14, 14",0.06911483400293947
2014-11-17,53.795,54.2701,53.6963,54.1357,9017649,9017649,0.089659,0.166,54.0465,"Nov 17, 14",0.07088924100086835
2014-11-18,54.1088,54.5302,53.9743,54.2701,8899839,8899839,0.134486,0.248,54.3318,"Nov 18, 14",0.07354788426197915
2014-11-19,54.1984,54.5033,53.9294,54.3329,9210079,9210079,0.062763,0.116,54.226,"Nov 19, 14",0.07479016697624825
2014-11-20,53.9743,54.0191,53.5708,53.9025,10917299,10917299,-0.43036,-0.792,53.8254,"Nov 20, 14",0.06627617843769103
2014-11-21,54.7543,54.7543,54.0639,54.1984,12340450,12340450,0.29587,0.549,54.4015,"Nov 21, 14",0.07212954555794905
2014-11-24,54.4226,54.965,54.4226,54.6557,8335037,8335037,0.45726,0.844,54.6497,"Nov 24, 14",0.0811756583801662
2014-11-25,54.835,54.835,53.7501,54.0639,14802617,14802617,-0.591745,-1.083,54.0501,"Nov 25, 14",0.06946892413964986
2014-11-26,54.306,54.306,53.9743,54.0998,7628731,7628731,0.035864,0.066,54.0968,"Nov 26, 14",0.07017908257025918
2014-11-28,53.777,53.9832,53.3915,53.795,12760463,12760463,-0.304839,-0.563,53.7201,"Nov 28, 14",0.06414965946024
2014-12-01,53.777,53.9832,53.3915,53.795,12771602,12771602,0,0,53.7201,"Dec 1, 14",0.06414965946024
